,Tile,Response,Timestamp,UserID
107,hon-sal-00813,1,2023-06-22 20:39:51,schwartz
108,rus-kzk-14983,0,2023-06-22 20:39:53,schwartz
109,drc-zam-03376,0,2023-06-22 20:39:57,schwartz
110,rom-ukr-00174,1,2023-06-22 20:40:09,schwartz
111,afg-taj-00454,0,2023-06-22 20:40:12,schwartz
112,ven-bra-01903,0,2023-06-22 20:40:14,schwartz
113,par-arg-00394,0,2023-06-22 20:40:16,schwartz
114,bra-par-02377,0,2023-06-22 20:40:17,schwartz
115,mac-bul-00005,1,2023-06-22 20:40:23,schwartz
116,uga-taz-00191,0,2023-06-22 20:40:25,schwartz
117,syr-jor-00307,1,2023-06-22 20:40:27,schwartz
118,kzk-chn-03385,1,2023-06-22 20:40:29,schwartz
119,cro-bos-00223,0,2023-06-22 20:40:32,schwartz
120,ang-zam-02934,0,2023-06-22 20:40:34,schwartz
121,ven-guy-00081,0,2023-06-22 20:40:36,schwartz
122,ukr-blr-01278,1,2023-06-22 20:40:40,schwartz
123,syr-leb-00039,1,2023-06-22 20:40:43,schwartz
124,cro-bos-01226,0,2023-06-22 20:40:46,schwartz
125,mli-nir-00318,0,2023-06-22 20:40:48,schwartz
126,usa-can-12151,1,2023-06-22 20:40:56,schwartz
127,rus-chn-07912,0,2023-06-22 20:41:00,schwartz
128,mzm-maw-00909,0,2023-06-22 20:41:04,schwartz
129,cen-drc-03381,1,2023-06-22 20:41:06,schwartz
130,mzm-zim-02770,1,2023-06-22 20:41:11,schwartz
131,bol-chl-00454,0,2023-06-22 20:41:14,schwartz
132,tur-irq-00385,1,2023-06-22 20:41:17,schwartz
133,cao-cen-01373,0,2023-06-22 20:41:21,schwartz
134,mld-rom-00991,1,2023-06-22 20:41:23,schwartz
135,sau-yem-00468,0,2023-06-22 20:41:25,schwartz
136,usa-mex-04750,1,2023-06-22 20:41:27,schwartz
137,chl-arg-05491,0,2023-06-22 20:41:30,schwartz
138,rus-kzk-05843,0,2023-06-22 20:41:32,schwartz
139,lit-blr-01098,0,2023-06-22 20:41:35,schwartz
140,saf-bot-04204,1,2023-06-22 20:41:38,schwartz
141,chn-mon-07767,0,2023-06-22 20:41:40,schwartz
142,mzm-zam-00855,0,2023-06-22 20:41:43,schwartz
143,drc-ang-02884,0,2023-06-22 20:41:45,schwartz
144,tkm-kzk-00464,0,2023-06-22 20:42:41,schwartz
145,mld-ukr-00674,1,2023-06-22 20:42:44,schwartz
146,cdi-bfo-00630,0,2023-06-22 20:42:47,schwartz
147,zam-maw-01724,0,2023-06-22 20:42:53,schwartz
148,cen-cha-01873,1,2023-06-22 20:43:05,schwartz
149,rus-ukr-01791,0,2023-06-22 20:43:09,schwartz
150,par-arg-01121,0,2023-06-22 20:43:13,schwartz
151,ins-png-00698,0,2023-06-22 20:43:17,schwartz
152,per-bra-04870,1,2023-06-22 20:43:19,schwartz
153,irn-tkm-00505,1,2023-06-22 20:43:36,schwartz
154,col-bra-03529,0,2023-06-22 20:43:38,schwartz
155,swz-ita-01184,0,2023-06-22 20:43:42,schwartz
156,cdi-bfo-00892,0,2023-06-22 20:43:45,schwartz
157,ind-pak-06394,0,2023-06-22 20:43:47,schwartz
158,taj-chn-00439,1,2023-06-22 20:43:52,schwartz
159,ind-bng-03292,1,2023-06-22 20:43:57,schwartz
160,rus-mon-01416,1,2023-06-22 20:46:39,schwartz
161,chn-ind-00052,0,2023-06-22 20:46:42,schwartz
162,usa-mex-02114,1,2023-06-22 20:46:46,schwartz
163,ven-guy-00353,1,2023-06-22 20:46:48,schwartz
164,mzm-zim-02034,1,2023-06-22 20:46:50,schwartz
165,nam-bot-03496,1,2023-06-22 20:46:52,schwartz
166,chn-mon-01089,0,2023-06-22 20:46:56,schwartz
167,mor-alg-00078,0,2023-06-22 20:46:59,schwartz
168,cha-sud-03165,0,2023-06-22 20:47:02,schwartz
169,mli-cdi-00379,0,2023-06-22 20:47:04,schwartz
170,gmy-aus-00523,0,2023-06-22 20:47:09,schwartz
171,gnb-gui-00636,0,2023-06-22 20:47:11,schwartz
172,col-per-01941,0,2023-06-22 20:47:13,schwartz
173,bra-arg-01012,1,2023-06-22 20:47:15,schwartz
174,gua-sal-00248,1,2023-06-22 20:47:20,schwartz
175,mld-ukr-01756,0,2023-06-22 20:47:26,schwartz
176,grg-aze-00174,0,2023-06-22 20:47:36,schwartz
177,rom-ukr-00186,1,2023-06-22 20:47:41,schwartz
178,lit-blr-01400,1,2023-06-22 20:47:48,schwartz
179,zim-bot-00887,1,2023-06-22 20:47:53,schwartz
180,mld-ukr-02310,0,2023-06-22 20:47:58,schwartz
181,rus-mon-01850,0,2023-06-22 20:48:02,schwartz
182,mli-nir-01936,0,2023-06-22 20:48:04,schwartz
183,gmy-pol-00010,0,2023-06-22 20:48:07,schwartz
184,rus-mon-05298,0,2023-06-22 20:48:09,schwartz
185,ind-bng-04172,1,2023-06-22 20:48:11,schwartz
186,col-per-01975,0,2023-06-22 20:48:14,schwartz
187,grg-aze-00189,0,2023-06-22 20:48:18,schwartz
188,rus-kzk-04083,1,2023-06-22 20:48:23,schwartz
189,bel-frn-00159,0,2023-06-22 20:48:25,schwartz
190,alg-tun-00300,1,2023-06-22 20:48:27,schwartz
191,saf-les-00499,0,2023-06-22 20:48:29,schwartz
192,cro-bos-01107,0,2023-06-22 20:48:33,schwartz
193,rus-kzk-15255,0,2023-06-22 20:48:35,schwartz
194,nam-bot-01123,1,2023-06-22 20:48:37,schwartz
195,nam-bot-03594,0,2023-06-22 20:48:43,schwartz
196,usa-can-00886,0,2023-06-22 20:48:48,schwartz
197,ind-nep-03043,0,2023-06-22 20:48:51,schwartz
198,swd-nor-03867,0,2023-06-22 20:48:55,schwartz
199,bra-bol-07763,0,2023-06-22 20:48:57,schwartz
200,ind-bng-03933,1,2023-06-22 20:48:59,schwartz
201,drc-zam-03215,1,2023-06-22 20:49:05,schwartz
202,alb-mac-00174,0,2023-06-22 20:49:07,schwartz
203,ind-bng-04267,0,2023-06-22 20:49:09,schwartz
204,mli-alg-02491,0,2023-06-22 20:49:13,schwartz
205,gam-sen-00899,0,2023-06-22 20:49:15,schwartz
206,syr-jor-00398,1,2023-06-22 20:49:17,schwartz
207,bra-uru-01356,1,2023-06-22 20:49:18,schwartz
208,frn-ita-01185,1,2023-06-22 20:49:22,schwartz
209,prk-rok-00404,0,2023-06-22 20:49:24,schwartz
210,ins-png-00980,0,2023-06-22 20:49:26,schwartz
211,gha-tog-00323,1,2023-06-22 20:49:28,schwartz
212,taz-mzm-00629,0,2023-06-22 20:49:30,schwartz
213,grc-bul-00654,0,2023-06-22 20:49:31,schwartz
214,mzm-zim-00061,1,2023-06-22 20:49:34,schwartz
215,col-ecu-00889,1,2023-06-22 20:49:41,schwartz
216,ind-bng-04124,0,2023-06-22 20:49:42,schwartz
217,usa-can-17132,0,2023-06-22 20:49:45,schwartz
218,rus-chn-05024,0,2023-06-22 20:49:47,schwartz
219,col-per-03007,0,2023-06-22 20:49:49,schwartz
220,ind-pak-04841,1,2023-06-22 20:49:50,schwartz
221,mzm-maw-00686,0,2023-06-22 20:49:52,schwartz
222,swd-nor-04141,0,2023-06-22 20:49:54,schwartz
223,afg-chn-00166,1,2023-06-22 20:49:57,schwartz
224,guy-bra-02826,0,2023-06-22 20:50:00,schwartz
225,saf-les-01098,1,2023-06-22 20:50:01,schwartz
226,tkm-uzb-00502,0,2023-06-22 20:50:04,schwartz
227,usa-mex-07162,1,2023-06-22 20:50:06,schwartz
228,gab-con-00717,0,2023-06-22 20:50:08,schwartz
229,kzk-chn-02231,0,2023-06-22 20:50:12,schwartz
230,drc-zam-04335,0,2023-06-22 20:50:14,schwartz
231,ang-zam-02826,0,2023-06-22 20:50:22,schwartz
232,rus-ukr-00440,1,2023-06-22 20:50:26,schwartz
233,sen-gui-00467,0,2023-06-22 20:50:28,schwartz
234,usa-mex-05828,1,2023-06-22 20:50:31,schwartz
235,ecu-per-00721,0,2023-06-22 20:50:33,schwartz
236,usa-mex-04643,1,2023-06-22 20:50:36,schwartz
237,per-bol-02461,0,2023-06-22 20:50:41,schwartz
238,per-bra-04308,1,2023-06-22 20:50:52,schwartz
239,per-bra-02583,0,2023-06-22 20:50:55,schwartz
240,bra-bol-01208,0,2023-06-22 20:50:57,schwartz
241,bra-uru-00487,0,2023-06-22 20:50:59,schwartz
242,guy-sur-01478,1,2023-06-22 20:51:01,schwartz
243,mli-gui-00109,0,2023-06-22 20:51:04,schwartz
244,ben-bfo-00367,0,2023-06-22 20:51:05,schwartz
245,gui-sie-01257,0,2023-06-22 20:51:07,schwartz
246,som-eth-02806,0,2023-06-22 20:51:09,schwartz
247,saf-les-00076,0,2023-06-22 20:51:11,schwartz
248,kyr-kzk-00842,0,2023-06-22 20:51:14,schwartz
249,gmy-aus-00583,1,2023-06-22 20:51:16,schwartz
250,guy-bra-00801,0,2023-06-22 20:51:19,schwartz
251,syr-jor-00433,1,2023-06-22 20:51:24,schwartz
252,usa-mex-06216,1,2023-06-22 20:51:28,schwartz
253,usa-mex-07015,1,2023-06-22 20:51:31,schwartz
254,chn-drv-01558,0,2023-06-22 20:51:33,schwartz
255,alg-tun-02253,0,2023-06-22 20:51:35,schwartz
256,nth-gmy-00705,0,2023-06-22 20:51:38,schwartz
257,som-eth-04094,0,2023-06-22 20:51:40,schwartz
258,rus-lat-00196,0,2023-06-22 20:51:45,schwartz
259,bra-par-01840,1,2023-06-22 20:51:47,schwartz
260,rus-chn-00593,1,2023-06-22 20:51:49,schwartz
261,alg-tun-01131,1,2023-06-22 20:51:51,schwartz
262,nam-bot-00782,1,2023-06-22 20:51:53,schwartz
263,rus-blr-00026,0,2023-06-22 20:51:57,schwartz
264,hon-nic-00308,0,2023-06-22 20:51:59,schwartz
265,rus-ukr-01087,0,2023-06-22 20:52:01,schwartz
266,mli-cdi-00838,0,2023-06-22 20:52:04,schwartz
267,rus-mon-00652,0,2023-06-22 20:52:06,schwartz
268,per-bra-01826,0,2023-06-22 20:52:08,schwartz
269,chn-ind-00881,0,2023-06-22 20:52:10,schwartz
270,rus-kzk-10755,0,2023-06-22 20:52:11,schwartz
271,spn-por-01954,1,2023-06-22 20:52:14,schwartz
272,mac-yug-00031,1,2023-06-22 20:52:21,schwartz
273,chn-ind-07631,1,2023-06-22 20:52:23,schwartz
274,uzb-kzk-00419,0,2023-06-22 20:52:26,schwartz
275,gab-con-02180,0,2023-06-22 20:52:27,schwartz
276,hun-cro-00659,1,2023-06-22 20:52:30,schwartz
277,gha-tog-01129,1,2023-06-22 20:52:32,schwartz
278,ven-guy-01632,0,2023-06-22 20:52:34,schwartz
279,rus-mon-01747,1,2023-06-22 20:52:37,schwartz
280,alg-lib-00846,0,2023-06-22 20:52:41,schwartz
281,rus-kzk-14318,0,2023-06-22 20:52:45,schwartz
282,mal-ins-03809,0,2023-06-22 20:52:47,schwartz
283,maa-alg-00973,0,2023-06-22 20:52:49,schwartz
284,arm-aze-02234,0,2023-06-22 20:52:50,schwartz
285,mac-grc-00287,0,2023-06-22 20:52:53,schwartz
286,czr-slo-00301,0,2023-06-22 20:52:55,schwartz
287,ind-nep-01055,0,2023-06-22 20:52:56,schwartz
288,jor-sau-00582,0,2023-06-22 20:52:58,schwartz
289,nir-bfo-00533,0,2023-06-22 20:53:00,schwartz
290,eth-eri-02201,1,2023-06-22 20:53:02,schwartz
291,ang-zam-00945,0,2023-06-22 20:53:04,schwartz
292,cha-lib-01788,0,2023-06-22 20:53:06,schwartz
293,taz-zam-00047,0,2023-06-22 20:53:08,schwartz
294,ven-guy-01548,1,2023-06-22 20:53:10,schwartz
295,swz-ita-01345,0,2023-06-22 20:53:14,schwartz
296,per-bra-04349,1,2023-06-22 20:53:16,schwartz
297,bra-uru-02175,1,2023-06-22 20:53:19,schwartz
298,drc-zam-03416,0,2023-06-22 20:53:21,schwartz
299,sau-yem-01522,0,2023-06-22 20:53:23,schwartz
300,gua-hon-00124,0,2023-06-22 20:53:25,schwartz
301,sud-ssd-00009,0,2023-06-22 20:53:29,schwartz
302,rus-ukr-00226,0,2023-06-22 20:53:30,schwartz
303,afg-taj-00903,1,2023-06-22 20:53:35,schwartz
304,rus-chn-00641,1,2023-06-22 20:53:39,schwartz
305,sen-gui-00175,0,2023-06-22 20:53:42,schwartz
306,drc-zam-03867,0,2023-06-22 20:53:46,schwartz
307,hai-dom-00274,0,2023-06-22 20:53:48,schwartz
308,rus-mon-05412,0,2023-06-22 20:53:51,schwartz
309,col-per-03310,0,2023-06-22 20:53:52,schwartz
310,chn-ind-06672,0,2023-06-22 20:53:54,schwartz
311,tkm-uzb-03112,0,2023-06-22 20:53:56,schwartz
312,col-per-00701,0,2023-06-22 20:53:58,schwartz
313,nic-cos-00465,1,2023-06-22 20:54:00,schwartz
314,gui-sie-00683,0,2023-06-22 20:54:02,schwartz
315,chl-arg-07287,0,2023-06-22 20:54:05,schwartz
316,cam-drv-00433,0,2023-06-22 20:54:07,schwartz
317,irn-irq-01880,1,2023-06-22 20:54:09,schwartz
318,nic-cos-00688,0,2023-06-22 20:54:12,schwartz
319,thi-lao-02409,0,2023-06-22 20:54:15,schwartz
320,rus-chn-09784,1,2023-06-22 20:54:17,schwartz
321,som-eth-04484,0,2023-06-22 20:54:19,schwartz
322,drc-ang-05481,0,2023-06-22 20:54:21,schwartz
323,ind-pak-01467,1,2023-06-22 20:54:27,schwartz
324,ind-nep-03353,0,2023-06-22 20:54:29,schwartz
325,nir-bfo-01475,0,2023-06-22 20:54:33,schwartz
326,alg-tun-00819,0,2023-06-22 20:54:35,schwartz
327,sen-maa-00468,0,2023-06-22 20:54:37,schwartz
328,rus-kzk-14471,0,2023-06-22 20:54:40,schwartz
329,grc-bul-01298,0,2023-06-22 20:54:42,schwartz
330,mal-bru-00443,0,2023-06-22 20:54:45,schwartz
331,bra-par-01488,1,2023-06-22 20:54:47,schwartz
332,rus-mon-02231,0,2023-06-22 20:54:50,schwartz
333,rus-kzk-08715,1,2023-06-22 20:54:52,schwartz
334,par-arg-02126,0,2023-06-22 20:54:54,schwartz
335,mac-bul-00252,0,2023-06-22 20:54:59,schwartz
336,cao-con-00633,1,2023-06-22 20:55:02,schwartz
337,mor-alg-03830,1,2023-06-22 20:55:04,schwartz
338,chl-arg-06932,0,2023-06-22 20:55:07,schwartz
339,ind-nep-00884,0,2023-06-22 20:55:09,schwartz
340,usa-can-09012,1,2023-06-22 20:55:12,schwartz
341,gab-con-01959,0,2023-06-22 20:55:14,schwartz
342,kzk-chn-03895,1,2023-06-22 20:55:16,schwartz
343,uga-ssd-01108,0,2023-06-22 20:55:18,schwartz
344,som-eth-00225,0,2023-06-22 20:55:20,schwartz
345,mzm-saf-00780,1,2023-06-22 20:55:22,schwartz
346,syr-leb-00488,1,2023-06-22 20:55:24,schwartz
347,taj-uzb-02590,0,2023-06-22 20:55:30,schwartz
348,sau-yem-02997,0,2023-06-22 20:55:32,schwartz
349,pol-blr-00045,0,2023-06-22 20:55:34,schwartz
350,chl-arg-07610,0,2023-06-22 20:55:36,schwartz
351,bng-mya-00221,1,2023-06-22 20:55:38,schwartz
352,col-per-00157,1,2023-06-22 20:55:40,schwartz
353,bra-frn-01334,0,2023-06-22 20:55:42,schwartz
354,mzm-zam-00816,0,2023-06-22 20:55:44,schwartz
355,rus-chn-02470,0,2023-06-22 20:55:46,schwartz
356,swz-ita-01979,0,2023-06-22 20:55:48,schwartz
357,col-bra-03835,0,2023-06-22 20:55:49,schwartz
358,chn-mon-01560,0,2023-06-22 20:55:51,schwartz
359,cen-drc-00479,0,2023-06-22 20:55:52,schwartz
360,rus-blr-02667,0,2023-06-22 20:55:55,schwartz
361,usa-can-10033,0,2023-06-22 20:55:56,schwartz
362,alg-lib-00496,0,2023-06-22 20:55:58,schwartz
363,taj-kyr-00253,0,2023-06-22 20:55:59,schwartz
364,sau-oma-01239,0,2023-06-22 20:56:01,schwartz
365,bra-bol-03169,0,2023-06-22 20:56:02,schwartz
366,ang-nam-00819,1,2023-06-22 20:56:05,schwartz
367,usa-can-07237,0,2023-06-22 20:56:07,schwartz
368,ind-bng-04545,0,2023-06-22 20:56:09,schwartz
369,czr-slo-00460,1,2023-06-22 20:56:11,schwartz
370,bol-chl-00716,0,2023-06-22 20:56:13,schwartz
371,drc-zam-01207,0,2023-06-22 20:56:14,schwartz
372,ind-bng-02103,0,2023-06-22 20:56:16,schwartz
373,drc-zam-03968,0,2023-06-22 20:56:18,schwartz
374,mli-alg-01503,0,2023-06-22 20:56:20,schwartz
375,rus-mon-04896,0,2023-06-22 20:56:24,schwartz
376,ben-nig-00482,0,2023-06-22 20:56:26,schwartz
377,lib-egy-00143,0,2023-06-22 20:56:27,schwartz
378,nth-gmy-00158,0,2023-06-22 20:56:29,schwartz
379,syr-isr-00038,1,2023-06-22 20:56:31,schwartz
380,col-bra-04022,0,2023-06-22 20:56:33,schwartz
381,rus-kzk-12235,1,2023-06-22 20:56:35,schwartz
382,taj-uzb-02841,0,2023-06-22 20:56:38,schwartz
383,cro-slv-00385,1,2023-06-22 20:56:40,schwartz
384,syr-jor-00900,0,2023-06-22 20:56:42,schwartz
385,par-arg-02118,0,2023-06-22 20:56:44,schwartz
386,mya-thi-03655,0,2023-06-22 20:56:46,schwartz
387,per-bra-05106,0,2023-06-22 20:56:50,schwartz
388,irn-tkm-01666,1,2023-06-22 20:56:54,schwartz
389,mzm-maw-01706,0,2023-06-22 20:56:56,schwartz
390,frn-swz-00633,0,2023-06-22 20:56:58,schwartz
391,nth-bel-00008,0,2023-06-22 20:57:01,schwartz
392,ukr-blr-01230,0,2023-06-22 20:57:02,schwartz
393,gua-sal-00199,1,2023-06-22 20:57:06,schwartz
394,col-ven-03081,0,2023-06-22 20:57:08,schwartz
395,hun-rom-00176,0,2023-06-22 20:57:10,schwartz
396,dji-eri-00091,0,2023-06-22 20:57:12,schwartz
397,mzm-maw-02358,0,2023-06-22 20:57:15,schwartz
398,ang-zam-01301,0,2023-06-22 20:57:17,schwartz
399,ind-bng-01910,0,2023-06-22 20:57:19,schwartz
400,chn-ind-01534,0,2023-06-22 20:57:21,schwartz
401,par-arg-04615,0,2023-06-22 20:57:23,schwartz
402,ken-ssd-00117,0,2023-06-22 20:57:25,schwartz
403,cam-drv-00463,0,2023-06-22 20:57:27,schwartz
404,uzb-kzk-00483,0,2023-06-22 20:57:29,schwartz
405,bra-bol-07169,0,2023-06-22 20:57:31,schwartz
406,irq-sau-00459,0,2023-06-22 20:57:32,schwartz
407,taj-uzb-02875,0,2023-06-22 20:57:34,schwartz
408,ind-mya-01399,0,2023-06-22 20:57:36,schwartz
409,rus-mon-07114,0,2023-06-22 20:57:38,schwartz
410,chl-arg-05802,0,2023-06-22 20:57:45,schwartz
411,mzm-zim-02207,1,2023-06-22 20:57:54,schwartz
412,per-bra-00540,0,2023-06-22 20:57:56,schwartz
413,czr-slo-00480,1,2023-06-22 20:57:58,schwartz
414,hun-cro-00410,1,2023-06-22 20:58:00,schwartz
415,par-arg-03568,0,2023-06-22 20:58:02,schwartz
416,dji-eri-00096,0,2023-06-22 20:58:04,schwartz
417,ang-zam-02892,0,2023-06-22 20:58:06,schwartz
418,swz-ita-00345,0,2023-06-22 20:58:07,schwartz
419,mzm-zam-00587,0,2023-06-22 20:58:10,schwartz
420,lbr-sie-00415,0,2023-06-22 20:58:12,schwartz
421,tkm-uzb-03059,0,2023-06-22 20:58:14,schwartz
422,per-bra-05651,0,2023-06-22 20:58:16,schwartz
423,ang-nam-03343,1,2023-06-22 20:58:19,schwartz
424,drc-ssd-00104,0,2023-06-22 20:58:21,schwartz
425,yem-oma-00205,0,2023-06-22 20:58:23,schwartz
426,chl-arg-06184,0,2023-06-22 20:58:25,schwartz
427,usa-can-14504,1,2023-06-22 20:58:27,schwartz
428,mli-cdi-00303,0,2023-06-22 20:58:30,schwartz
429,ind-mya-03290,0,2023-06-22 20:58:33,schwartz
430,sud-egy-03773,0,2023-06-22 20:58:35,schwartz
431,swz-ita-00883,0,2023-06-22 20:58:37,schwartz
432,drc-zam-04813,0,2023-06-22 20:58:42,schwartz
433,dji-eth-00056,0,2023-06-22 20:58:47,schwartz
434,taz-bui-00700,0,2023-06-22 20:58:50,schwartz
435,nir-alg-00597,0,2023-06-22 20:58:53,schwartz
436,arm-aze-00003,0,2023-06-22 20:58:55,schwartz
437,cao-con-01026,0,2023-06-22 20:59:01,schwartz
438,nic-cos-00726,1,2023-06-22 20:59:03,schwartz
439,con-drc-00374,0,2023-06-22 20:59:05,schwartz
440,mex-gua-00863,0,2023-06-22 20:59:08,schwartz
441,ind-pak-00991,0,2023-06-22 20:59:09,schwartz
442,chl-arg-04016,0,2023-06-22 20:59:11,schwartz
443,cam-drv-00866,0,2023-06-22 20:59:14,schwartz
444,taj-kyr-00884,0,2023-06-22 20:59:16,schwartz
445,drc-ang-05886,0,2023-06-22 20:59:18,schwartz
446,pol-rus-00020,0,2023-06-22 20:59:21,schwartz
447,cen-drc-02163,0,2023-06-22 20:59:24,schwartz
448,chn-ind-08149,0,2023-06-22 20:59:27,schwartz
